lga,lga_name,metro_rural,dh_region,area_of_lga_sq_km,asgc_code,most_populpus_community,distance_to_melbourne,travel_time_to_melbourne,remoteness_area,aria_measures_low_avg_high,business,industrial,residential,rural,other,per_annum_population_change_2000_2010,per_annum_projected_population_change_2010_2022,erp_2010_females_0_14,erp_2010_females_15_24,erp_2010_females_25_44,erp_2010_females_45_64,erp_2010_females_65_84,erp_2010_females_85,erp_2010_females_total,erp_2010_males_0_14,erp_2010_males_15_24,erp_2010_males_25_44,erp_2010_males_45_64,erp_2010_males_65_84,erp_2010_males_85,erp_2010_males_total,erp_2010_total_0_14,erp_2010_total_15_24,erp_2010_total_25_44,erp_2010_total_45_64,erp_2010_total_65_84,erp_2010_total_85,erp_2010_total,erp_2010_0_14,erp_2010_15_24,erp_2010_25_44,erp_2010_45_64,erp_2010_65_84,erp_2010_85,total_fertility_rate,rank_total_fertility_rate,atsi_population,rank_atsi_population,born_overseas,rank_born_overseas,speak_lote_at_home,rank_lote,low_english_proficiency,rank_low_english_proficiency,anglo_saxon_celtic_background,rank_anglo_saxon_celtic,new_settler_arrivals_per_100_000_population,rank_new_settler_arrivals,humanitarian_arrivals,rank_humanitarian_arrivals,believe_multiculturalism_makes_life_better,rank_believe_multiculturalism_makes_life_better,irsed,rank_irsed,households_with_internet_connected,rank_households_with_internet_connected,gaming_machine_losses_per_head_of_population,rank_gaming_machine_losses,family_incidents_per_1_000_population,rank_family_incidents_per_1_000_population,drug_usage_possession_offences_per_1_000_population,rank_drug_usage_possession_offences_per_1_000_population,total_offences_per_1_000_population,rank_total_offences_per_1_000_population,who_feel_safe_on_street_after_dark,rank_feel_safe_on_street_after_dark,of_population_which_volunteers,rank_population_which_volunteers,of_population_with_membership_of_organised_groups,rank_membership_of_organised_groups,of_parents_who_participate_in_schools,rank_parents_who_participate_in_schools,of_population_who_believe_the_area_has_good_facilities_and_se,rank_believe_the_area_has_good_facilities_and_services,unemployment_rate,rank_unemployment_rate,of_persons_with_individual_income_400_per_week,rank_individual_income_400,female_low_income,male_low_income,families_headed_by_one_parent,rank_one_parent_families,female_one_parent_families,male_one_parent_families,of_households_with_income_650_per_week,rank_households_with_income_650_per_week,low_income_families_with_children,rank_low_income_families_with_children,population_with_food_insecurity,rank_population_with_food_insecurity,of_households_with_housing_costs_40_of_income,rank_households_with_housing_costs_40_of_income,of_rental_housing_that_is_affordable,rank_rental_housing_that_is_affordable,median_house_price,rank_median_house_price,median_rent_for_3_bedroom_house,rank_median_rent_for_3_bedroom_house,new_dwellings_per_1_000_population,rank_new_dwellings_per_1_000_population,social_housing_as_a_percentage_of_total_dwellings,rank_social_housing_as_a_percentage_of_total_dwellings,dwellings_with_no_motor_vehicle,rank_dwellings_with_no_motor_vehicle,passenger_vehicles_per_1_000_population,rank_passenger_vehicles_per_1_000_population,motor_vehicles_more_than_ten_years_old,rank_motor_vehicles_more_than_ten_years_old,household_recycling_diversion_rate,rank_household_recycling_diversion_rate,household_garbage_yield_kg,rank_household_garbage_yield,fte_students,year_9_students_who_attain_tiol_minimum_standards_in_read,rank_year_9_students_who_attain_tiol_minimum_standards_in_r,year_9_students_who_attain_tiol_minimum_standards_in_writ,rank_year_9_students_who_attain_tiol_minimum_standards_in_w,year_9_students_who_attain_tiol_minimum_standards_in_nume,rank_year_9_students_who_attain_tiol_minimum_standards_in_n,of_population_who_did_not_complete_year_12,rank_population_who_did_not_complete_year_12,of_population_with_higher_education_qualification,rank_population_with_higher_education_qualification,students_attending_a_government_school,rank_students_attending_a_government_school,low_birth_weight_babies,rank_low_birth_weight_babies,persons_reporting_asthma,rank_persons_reporting_asthma,persons_reporting_type_2_diabetes,rank_persons_reporting_type_2_diabetes,asthma_admission_rate_ratio,rank_asthma_admission_rate_ratio,diabetes_complications_admission_rate_ratio,rank_diabetes_complications_admission_rate_ratio,persons_overweight_or_obese,rank_persons_overweight_or_obese,females_overweight_or_obese,rank_females_overweight_or_obese,males_overweight_or_obese,rank_males_overweight_or_obese,cancer_incidence_per_100_000_population,cancer_incidence___females_per_100_000,cancer_incidence___males_per_100_000,acsc_acute_per_1_000_population,rank_acsc_acute,acsc_chronic_per_1_000_population,rank_acsc_chronic,acsc_vaccine_preventablem_per_1_000_population,rank_acsc_vaccine_preventable,notifications_per_1_000_people_of_pertussis,rank_pertussis_notifications,notifications_per_1_000_people_of_influenza,rank_influenza_notifications,notifications_per_1_000_people_of_chlamydia,rank_chlamydia_notifications
Moyne ,MOYNE,Rural,Barwon-South Western,5482.226336,25490,Port Fairy,282.5,215.8,Accessible,(1.46 / 2.62 / 3.47),<1%,<1%,<1%,97.70%,1.90%,0.006210787,0.008394261,1728,955,2022,2332,1143,236,8416,1737,1074,1957,2427,1096,149,8440,3465,2029,3979,4759,2239,385,16856,0.205564784,0.120372568,0.236058377,0.282332701,0.132831039,0.022840532,2.35,7,0.011038354,16,0.061053499,71,0.011,79,0.001078022,78,0.892297579,5,17.7978168,75,0,,0.5934,63,1012.57,54,0.533212996,51,0,71,3.322259136,74,0.872591362,61,32.458187,70,0.7352,16,0.342981977,11,0.6663,31,0.5689,26,0.7306,61,3.19004344,71,0.472141823,47,0.605555556,0.394444444,0.12222758,60,0.828740157,0.171259843,0.34899455,43,0.074104046,52,0.046,55,0.051481214,69,0.574468085,36,297500,40,260,43,7.356430944,35,0.012433176,72,0.041830065,72,551.5179165,68,0.569840517,22,0.51679462,10,448.7173579,47,1485.2,0.941176471,21,0.911764706,19,0.972222222,13,0.663386005,30,0.284036972,47,0.686897537,36,0.068610635,25,0.103707,44,0.027398,74,1.41,6,0.84,57,0.519018,42,0.445916,41,0.586152,44,611.0583768,629.7528517,592.4170616,14.47555766,29,22.06929283,35,0.88989084,22,3.500237304,4,0.771238728,2,3.203607024,16
Murrindindi ,MURRINDINDI,Rural,Hume,3878.373873,25620,Alexandra,128.2,102.8,Accessible,(0.48 / 1.94 / 3.84),<1%,<1%,<1%,53.90%,45.40%,0.000527257,0.017538355,1107,624,1457,2096,1054,186,6524,1263,740,1544,2172,1169,93,6981,2370,1364,3001,4268,2223,279,13505,0.175490559,0.10099963,0.222213995,0.3160311,0.164605702,0.020659015,2.58,1,0.007981917,26,0.121226565,39,0.032,49,0.002883866,63,0.844040575,29,59.23731951,65,0,,0.5999,59,1006.04,49,0.5627498,37,114.6469893,68,3.702332469,70,1.180422066,51,48.99961496,48,0.7051,23,0.313982837,23,0.6383,47,0.6032,17,0.6216,74,4.837629729,43,0.491604289,37,0.60617284,0.39382716,0.118049849,65,0.797202797,0.202797203,0.37375208,35,0.079841226,47,0.078,16,0.081583683,28,0.639344262,32,237750,55,227.5,62,17.54905591,12,0.043223724,26,0.044081126,69,659.3860496,3,0.563700687,25,0.394809498,34,363.9310698,73,1686,0.878787879,67,0.846153846,61,0.912621359,64,0.631207105,38,0.291619607,42,0.822277228,8,0.073221757,15,0.150758,5,0.032938,65,1.27,17,1.09,25,0.568905,15,0.500001,12,0.646771,16,770.0851536,613.1207848,916.7741011,14.29100333,31,28.80414661,14,1.18474639,7,1.629026287,26,0.148093299,62,3.554239171,10
Nillumbik ,NILLUMBIK,Metro,North & West Metropolitan,432.2570991,25710,Eltham,23.6,36.4,Highly Accessible,(0.00 / 0.25 / 0.76),<1%,<1%,8.10%,65.40%,26.30%,0.006514039,0.005537564,6216,5009,8249,9745,2408,340,31967,6849,5160,7875,9679,2465,189,32217,13065,10169,16124,19424,4873,529,64184,0.203555403,0.158435124,0.251215256,0.302629939,0.075922348,0.008241929,1.77,64,0.002687393,71,0.148440502,34,0.077,33,0.005627967,38,0.752020396,52,99.71332419,45,0,,0.7562,27,1104.4,78,0.790254123,1,204.3369038,63,3.318584071,75,0.763151253,67,31.19777515,73,0.6917,29,0.230348693,45,0.6519,36,0.8049,2,0.8417,29,1.703334417,80,0.384946583,74,0.652311741,0.347688259,0.109996307,75,0.806288602,0.193711398,0.147160305,79,0.042238907,75,0.034,70,0.064682497,55,0.114537445,59,580000,17,360,15,4.144335037,63,0.008288124,77,0.023524239,78,624.9079693,17,0.458721995,63,0.453492892,22,215.2780892,79,10022.9,0.96122449,11,0.941649899,10,0.969387755,15,0.45889075,65,0.43832309,17,0.627033472,57,0.059306569,60,0.091221,62,0.017847,78,0.45,78,0.62,75,0.414456,73,0.287727,73,0.561066,54,456.5000623,434.8234116,478.0085048,9.56624704,76,8.491212763,78,0.342764552,76,1.822884208,23,0.576467655,8,2.492833105,37
North & West Metropolitan,NORTH & WEST METROPOLITAN,,,2980.930764,NA,,,,NA,,1%,3.50%,18.30%,45.20%,32%,0.023267388,0.021137418,152782,127744,282739,192584,86154,14952,856955,161072,133057,285793,189015,76191,8390,853518,313854,260801,568532,381599,162345,23342,1710473,0.183489596,0.152473029,0.332382914,0.2230956,0.094912343,0.013646518,,7,0.005424261,6,0.3294777,1,0.355,1,0.071944888,1,0.481666538,8,576.8579802,1,0.081990473,4,0.8038,1,,,0.607071461,3,733.545351,1,7.599067626,6,2.804681161,1,82.66495244,1,0.5273,8,0.146698124,8,0.5523,8,0.4551,7,0.8467,8,5.494500683,3,0.463182989,6,0.610786006,0.389213994,0.164995019,1,0.840367444,0.159632556,0.292382968,6,0.107163725,3,0.058,4,0.10568546,1,,,,,325,3,15.68981212,1,0.047575862,3,0.124992424,1,577.9458621,7,0.449567042,7,0.37791652,5,491.5899264,3,251790.4,0.91277528,6,0.893281995,3,0.932235702,6,0.474508519,6,0.472873356,2,0.604948358,8,0.067344166,5,0.105,5,0.055,1,1.01,3,1.26,1,0.492,6,0.41,6,0.578,6,412.9851801,375.0488649,451.0742597,12.00895893,8,18.41245083,7,0.820240951,1,0.936583039,8,0.346103095,2,3.0599723,2
Northern Grampians ,NORTHERN GRAMPIANS,Rural,Grampians,5726.394209,25810,Stawell,228.1,177.3,Accessible,(1.84 / 2.96 / 4.12),<1%,<1%,<1%,78%,21.70%,-0.006182638,-0.000450616,1011,690,1362,1785,1073,210,6131,1127,729,1356,1869,975,129,6185,2138,1419,2718,3654,2048,339,12316,0.173595323,0.115215979,0.220688535,0.296687236,0.166287756,0.027525171,1.76,66,0.007451203,34,0.060560249,72,0.017,69,0.003556558,52,0.889121082,9,81.19519324,52,0,,0.5806,65,946.42,6,0.459833795,74,585.6495304,34,6.982786619,34,4.186578435,6,77.57901916,13,0.6961,28,0.327128263,17,0.6407,44,0.5415,36,0.7677,51,5.698421975,23,0.533837131,14,0.594760194,0.405239806,0.13377193,48,0.808857809,0.191142191,0.436529072,13,0.082098494,45,0.064,30,0.047051309,72,0.949152542,5,156000,72,180,70,2.598246184,73,0.04113125,28,0.088281076,20,527.8814794,75,0.58542343,14,0.258179775,72,427.108076,52,1735.8,0.915966387,43,0.745901639,77,0.912,65,0.704927404,14,0.242642026,70,0.817845829,10,0.072580645,16,0.08266,70,0.042746,44,0.98,44,1,36,0.530035,39,0.475414,29,0.588686,42,755.1152972,603.4904583,905.4163298,16.56381942,10,27.52517051,18,0.893147126,21,0.893147126,55,0.162390386,61,1.380318285,70
Port Phillip ,PORT PHILLIP,Metro,Southern Metropolitan,20.70308609,25900,St Kilda,6.4,10.3,Highly Accessible,(0.00 / 0.00 / 0.00),8.50%,8.40%,51.80%,<1%,31.30%,0.022221044,0.010052586,4846,5395,22992,10259,4298,935,48725,5151,5045,22994,10716,4321,477,48704,9997,10440,45986,20975,8619,1412,97429,0.102608053,0.107154954,0.471994991,0.215284977,0.08846442,0.014492605,1.14,78,0.003279847,70,0.314148094,12,0.201,22,0.034756623,18,0.634013925,58,685.6274826,9,0.002994012,42,0.8747,4,1064.64,72,0.671380614,10,328.0565306,50,6.702316559,39,3.439986041,10,89.5600273,7,0.6546,41,0.195827289,62,0.6295,49,0.6595,8,0.926,9,2.653716997,75,0.299346907,79,0.579517454,0.420482546,0.1242338,57,0.840528634,0.159471366,0.236446272,70,0.050813311,71,0.058,40,0.113695842,6,0.006622517,77,1100000,4,750,1,20.25064406,6,0.075462978,5,0.196875257,3,688.0140513,2,0.324470876,78,0.352478826,47,566.8041888,14,7253.6,0.958015267,13,0.929389313,14,0.960451977,27,0.249132429,77,0.667994296,5,0.477411221,74,0.053115961,70,0.077864,75,0.030614,71,1.04,38,1,36,0.377564,76,0.260497,76,0.495106,72,470.0859087,424.8332478,515.3580815,10.81813423,69,15.36503505,69,1.005860678,14,0.954541256,51,0.410555379,26,5.172997773,5
Pyrenees ,PYRENEES,Rural,Grampians,3433.688674,25990,Beaufort,155.7,120.9,Highly Accessible,(0.78 / 1.92 / 3.06),<1%,<1%,<1%,86.40%,13.30%,0.00351892,0.006445677,568,341,745,1043,572,104,3373,552,341,782,1115,671,90,3551,1120,682,1527,2158,1243,194,6924,0.16175621,0.098497978,0.220537262,0.311669555,0.179520508,0.028018486,2.24,10,0.006189213,46,0.093760209,54,0.02,66,0.00273752,64,0.90144,2,0,77,0,,0.4469,80,943.86,5,0.481306572,68,0,71,3.755054882,67,1.217244367,49,36.24592721,65,0.7479,12,0.334242551,14,0.6157,54,0.5884,21,0.5223,78,6.299610333,17,0.587209302,4,0.571428571,0.428571429,0.133107727,49,0.740585774,0.259414226,0.496514965,4,0.08897407,38,0.11,4,0.052444795,67,0.769230769,21,160000,70,-,,6.210283073,46,0.011545901,73,0.046683047,64,592.9624061,37,0.620951917,6,0.281794375,64,400.8264463,62,614.6,0.911764706,46,0.852941176,57,0.911764706,66,0.715129774,11,0.250779788,67,0.84122288,6,0.061538462,53,0.133728,12,0.062751,13,1.01,42,0.93,44,0.566952,18,0.443737,44,0.694439,7,635.4708261,504.0023718,760.3491974,13.86481802,34,23.83015598,30,0.433275563,69,1.155401502,38,0.144425188,63,1.155401502,71
Queenscliffe ,QUEENSCLIFFE,Rural,Barwon-South Western,8.619901937,26080,Queenscliff,101.4,79.6,Highly Accessible,(0.56 / 0.56 / 0.56),<1%,<1%,31.80%,5.70%,62%,-0.00024108,0.003517048,217,111,338,480,496,146,1788,242,116,234,479,391,64,1526,459,227,572,959,887,210,3314,0.138503319,0.068497284,0.172601086,0.289378395,0.267652384,0.063367532,1.6,71,0.005079365,52,0.106976744,47,0.029,55,0.004188482,46,0.890460344,8,60.35003018,64,0,,0.7107,34,1048.79,66,0.575682382,34,723.685954,18,1.810500905,79,0,79,32.21243211,72,0.8511,1,0.374466268,7,0.7314,8,0.4523,59,0.8055,39,2.604735883,76,0.470790378,49,0.627737226,0.372262774,0.114249037,71,0.829545455,0.170454545,0.381756757,30,0.055314506,70,0.048,52,0.055463576,66,0.222222222,51,715000,10,-,,10.56125528,21,0.007759581,78,0.069230769,41,703.1116476,1,0.478749657,58,0.327321788,54,470.5030764,36,301,,,,,,,0.504954761,62,0.47386172,16,0.572559367,70,0.069444444,23,0.122159,25,0.025629,75,2.08,1,0.5,79,0.358023,77,0.266238,75,0.413786,78,1056.125528,950.7829978,1179.554391,19.91550996,3,26.25226313,21,1.207000604,6,2.414001207,11,0,76,,
Regions,REGIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rural,RURAL,,,218393.922,NA,,,,NA,,<1%,<1%,<1%,64.80%,34.40%,0.010809607,0.01293831,136152,93284,180508,199193,109116,20689,738942,143772,99916,176780,197034,99988,11070,728560,279924,193200,357288,396227,209104,31759,1467502,0.190748633,0.131652291,0.243466789,0.270000995,0.142489755,0.021641538,,1,0.012718388,0,0.105800146,2,0.048,,0.00752121,2,0.822732353,1,117.2741162,2,0.148169669,1,0.652,2,,,0.538892057,2,507.3684646,2,8.622816187,1,1.615802568,2,62.61226717,2,0.651,1,0.265472382,1,0.6429,1,0.4749,2,0.7855,1,5.487283823,1,0.500386648,1,0.616852599,0.383147401,0.153526703,2,0.8312975,0.1687025,0.380509296,1,0.102333356,1,0.06,1,0.071517352,2,0.569,,270000,2,,,8.451777238,2,0.045559258,1,0.072940646,2,589.8244186,2,0.545869127,1,0.357087497,2,451.2937209,2,241904.6,0.911645708,2,0.864179268,2,0.937530824,2,0.652207506,1,0.297305532,2,0.691731961,1,0.068,1,0.11,,0.048,,1,,0.97,,0.542,,0.47,,0.617,,604.7010498,507.7529766,703.0306358,14.54035497,1,22.41632379,1,0.686881517,2,1.895738473,1,0.2650763,2,2.824188705,2
South Gippsland ,SOUTH GIPPSLAND,Rural,Gippsland,3299.033216,26170,Leongatha,131.7,102.3,Accessible,(1.12 / 2.34 / 5.14),<1%,<1%,<1%,79.10%,20%,0.00787349,0.006655346,2525,1512,3067,4355,2343,384,14186,2620,1622,2909,4162,2380,200,13893,5145,3134,5976,8517,4723,584,28079,0.183233021,0.111613661,0.212828092,0.303322768,0.168203996,0.020798461,2.17,18,0.005023995,53,0.115460934,42,0.034,46,0.004213085,45,0.829075169,31,46.29794508,71,0,,0.6761,46,1001.22,48,0.543081209,46,302.785017,52,6.873464155,36,0.890345098,60,35.03606966,68,0.7144,21,0.340008522,12,0.689,20,0.6649,7,0.7054,65,3.277196856,69,0.514243667,21,0.61130417,0.38869583,0.119653261,62,0.809467456,0.190532544,0.404868674,21,0.075496519,51,0.068,26,0.068503043,51,0.75177305,23,245000,50,240,53,10.64852737,20,0.019918567,59,0.04975923,63,643.0459774,8,0.559533008,28,0.310682532,60,436.8885758,49,4734.1,0.912466844,45,0.866847826,46,0.942105263,45,0.682996965,22,0.265717025,56,0.82529274,7,0.042345277,77,0.092865,61,0.060872,14,1.07,34,0.9,46,0.465445,60,0.417092,53,0.54256,61,630.3643292,451.1490202,813.3592457,14.20990776,32,24.68036611,26,0.462979451,66,4.772249724,3,0.17806902,58,1.958759215,59
Southern Grampians ,SOUTHERN GRAMPIANS,Rural,Barwon-South Western,6654.087552,26260,Hamilton,288.1,221.9,Accessible,(2.11 / 3.41 / 4.95),<1%,<1%,<1%,82.50%,16.90%,0.002533376,0.003694032,1599,1092,1921,2369,1526,360,8867,1622,1245,1854,2480,1262,201,8664,3221,2337,3775,4849,2788,561,17531,0.183731675,0.133306714,0.215332839,0.276595745,0.159032571,0.032000456,2.04,36,0.006973095,37,0.065621261,68,0.017,70,0.002340766,68,0.851482353,25,102.675261,42,0,,0.5955,62,996.08,42,0.502560919,59,489.0195566,39,10.09640066,16,1.654212538,31,52.07845531,44,0.6966,27,0.35902588,8,0.7441,3,0.5626,31,0.82,34,4.474038605,48,0.484251655,43,0.625885065,0.374114935,0.122889939,59,0.808043876,0.191956124,0.387489976,29,0.071264058,57,0.029,75,0.046526055,73,0.716666667,24,185000,66,240,53,3.479550511,69,0.035886021,38,0.071646097,38,583.8001654,47,0.552298346,31,0.389390848,35,373.0115195,69,3297.9,0.939163498,26,0.855555556,55,0.950943396,35,0.681825538,23,0.295281583,38,0.589560243,68,0.057335582,65,0.091184,64,0.036944,55,1.16,24,1.21,17,0.592417,3,0.52202,5,0.666997,11,655.980834,563.8885756,750.2308403,13.46186755,39,31.37299641,12,0.741543551,33,1.939421596,20,0.057041812,72,2.281672466,51
Southern Metropolitan,SOUTHERN METROPOLITAN,,,2888.262809,NA,,,,NA,,<1%,2.10%,17.80%,50.10%,29.40%,0.019110532,0.013627569,118927,86209,203508,163388,82535,17138,671705,125213,92978,201259,158263,71283,9139,658135,244140,179187,404767,321651,153818,26277,1329840,0.183585995,0.134743277,0.304372706,0.241871955,0.115666546,0.01975952,,6,0.003950615,7,0.305168787,2,0.223,3,0.041907253,2,0.637171945,6,498.4810203,3,0.080705989,5,0.7901,3,,,0.632729204,2,619.8087091,3,7.915237923,5,1.919133354,3,62.2181597,5,0.5826,7,0.175335934,7,0.5942,7,0.5464,3,0.8831,7,4.639399501,7,0.426899772,8,0.630089062,0.369910938,0.154167682,4,0.836039308,0.163960692,0.281177374,7,0.084752042,7,0.055,6,0.098871385,2,,,,,330,2,10.92011069,2,0.033727846,7,0.097761714,2,595.6178294,3,0.452103777,6,0.425160682,3,497.1176198,2,199339.2,0.924175824,2,0.902296755,2,0.947067867,2,0.470352962,7,0.452623123,3,0.613203028,7,0.063718112,6,0.103,6,0.046,5,1.09,2,0.97,4,0.455,7,0.369,7,0.546,7,523.5216267,457.3436255,591.0641434,12.52105516,7,19.53919268,6,0.726403176,2,1.139234795,6,0.524123203,1,3.124436022,1
Stonnington ,STONNINGTON,Metro,Southern Metropolitan,25.64675363,26350,Malvern East,13.2,20.6,Highly Accessible,(0.00 / 0.00 / 0.00),6.20%,<1%,74.60%,<1%,19%,0.01155788,0.009002542,6311,7454,18097,11612,6481,1487,51442,6571,7099,18342,10637,5476,784,48909,12882,14553,36439,22249,11957,2271,100351,0.128369423,0.145020976,0.363115465,0.221711792,0.119151777,0.022630567,1.2,77,0.00212607,75,0.299936058,18,0.213,21,0.033189068,19,0.623239085,61,597.9013662,13,0.005,39,0.8548,5,1087.74,76,0.699283687,6,265.6242526,57,4.394575042,61,2.422163207,18,75.02230571,14,0.7168,20,0.214374927,53,0.6721,25,0.4971,52,0.9628,1,2.251213524,79,0.331351226,78,0.610284762,0.389715238,0.112410719,73,0.837745517,0.162254483,0.219565639,77,0.027128404,79,0.031,72,0.106671713,7,0.009282178,74,1325000,1,640,2,21.38493886,5,0.038619935,32,0.162041709,7,554.4813953,66,0.380178639,76,0.395648649,32,448.903665,46,13319.1,0.993062438,2,0.992063492,1,0.994023904,3,0.237884504,78,0.690737759,4,0.323137255,79,0.061143381,55,0.095394,56,0.034558,61,0.9,51,0.71,73,0.39511,75,0.258328,77,0.540403,62,513.1986727,472.3766572,556.1348627,10.55295911,73,12.18722285,75,0.607866389,49,0.767306753,61,0.637761457,6,5.560482706,3
Strathbogie ,STRATHBOGIE,Rural,Hume,3302.325521,26430,Euroa,148.7,115.8,Highly Accessible,(1.28 / 1.86 / 2.58),<1%,<1%,<1%,89.60%,10%,0.004724979,0.004572392,646,431,1016,1544,1042,220,4899,896,507,1020,1562,1031,97,5113,1542,938,2036,3106,2073,317,10012,0.154015182,0.093687575,0.203355973,0.310227727,0.207051538,0.031662006,2.01,39,0.008931353,24,0.084498968,57,0.024,58,0.003922887,48,0.863971119,18,49.94007191,68,0,,0.5384,74,967.91,20,0.465840148,72,175.3956596,65,3.39592489,71,1.493537755,40,41.27986416,58,0.7347,17,0.314118152,22,0.7195,10,0.6322,12,0.6122,76,4.774101014,44,0.528112165,16,0.589165996,0.410834004,0.129032258,53,0.833836858,0.166163142,0.44429123,11,0.08322192,44,0.045,56,0.055658138,65,0.70212766,27,215000,61,230,58,6.79184978,43,0.019749063,60,0.063238933,50,600.5807131,33,0.577558836,17,0.256407472,73,453.5941043,44,1028.3,0.915254237,44,0.754098361,76,0.95,38,0.688737892,20,0.270634921,52,0.771764706,13,0.107142857,2,0.078829,73,0.045006,40,0.61,74,1.06,30,0.575031,13,0.515437,7,0.648976,15,799.0411506,857.31782,743.2035987,15.38154215,22,31.56212545,11,0.399520575,72,0.099880144,79,0.299640431,39,1.498202157,69
Surf Coast ,SURF COAST,Rural,Barwon-South Western,1553.282776,26490,Torquay,95.3,75.5,Highly Accessible,(0.23 / 1.02 / 1.89),<1%,<1%,2.10%,66.40%,31.50%,0.026268419,0.02283991,2439,1396,3491,3678,1570,297,12871,2758,1605,3518,3754,1499,168,13302,5197,3001,7009,7432,3069,465,26173,0.198563405,0.114660146,0.267795056,0.283956749,0.117258243,0.0177664,1.98,44,0.003991578,64,0.114204767,43,0.033,48,0.003278372,55,0.849538212,26,72.59389447,55,0,,0.679,45,1065.04,73,0.66714944,15,202.0631703,64,3.05658503,76,0.748958851,68,40.94584495,59,0.7973,3,0.290843236,27,0.7037,13,0.697,5,0.7347,60,3.381550685,68,0.435816165,64,0.635927273,0.364072727,0.117667537,66,0.794985251,0.205014749,0.284246112,57,0.069312326,60,0.054,43,0.077277514,39,0.156097561,56,550750,19,350,18,18.72158331,10,0.009236225,74,0.034352177,77,651.419161,6,0.484861227,56,0.556802865,4,267.4641465,78,2639.4,0.894736842,57,0.842105263,62,0.888888889,77,0.51343643,61,0.405913646,19,0.67473951,43,0.043524416,76,0.091194,63,0.02389,77,0.89,52,0.62,75,0.437246,70,0.333364,70,0.513553,71,573.1096932,473.9336493,669.07232,13.41076682,43,11.99709624,76,0.382073129,74,2.368853399,13,0.420280442,25,3.247621595,14
Swan Hill ,SWAN HILL,Rural,Loddon Mallee,6120.110551,26610,Swan Hill,338.8,258.1,Moderately Accessible,(2.96 / 4.56 / 5.49),<1%,<1%,<1%,90.80%,8.90%,0.00520178,0.005037113,2215,1372,2711,2679,1519,340,10836,2271,1645,2966,2862,1462,189,11395,4486,3017,5677,5541,2981,529,22231,0.201790293,0.135711394,0.255364131,0.249246548,0.134092034,0.023795601,2.36,5,0.042270644,1,0.098579826,52,0.095,28,0.021340839,26,0.799510204,42,413.8365346,21,0.032608696,26,0.6345,54,958.84,13,0.464879852,73,403.8770224,45,13.44968737,4,3.60318924,7,73.9893617,17,0.6135,50,0.280419241,30,0.6514,39,0.5322,40,0.6788,66,4.862588012,42,0.499044238,27,0.596169631,0.403830369,0.137549259,45,0.801641587,0.198358413,0.396412681,23,0.112005257,17,0.052,47,0.061173368,62,0.854961832,11,210000,62,225,63,3.868471954,66,0.073232777,6,0.086883643,21,510.9240475,78,0.566790627,24,0.474589754,17,500.464087,27,3916.7,0.906158358,51,0.834302326,67,0.9375,49,0.710858411,13,0.259382634,61,0.682284041,39,0.063348416,47,0.100375,47,0.033717,63,1.33,12,1.7,2,0.587611,8,0.525418,4,0.633427,21,701.7228195,701.3658176,702.062308,19.11744861,4,33.06194053,7,0.854662408,24,2.069182673,18,0.179928928,56,2.429040529,41
Towong ,TOWONG,Rural,Hume,6673.920258,26670,Corryong,414.9,316,Accessible,(1.03 / 3.39 / 5.18),<1%,<1%,<1%,33.60%,66.30%,9.46E-05,0.001325236,515,335,654,955,561,127,3147,585,336,563,1050,579,83,3196,1100,671,1217,2005,1140,210,6343,0.173419518,0.105785906,0.191865048,0.316096484,0.179725682,0.033107362,2.2,12,0.007872751,27,0.081778553,61,0.017,71,0.001545595,77,0.851709402,24,0,77,0,,0.5371,75,999.61,45,0.520530368,52,80.82671662,70,6.779126596,38,0.157654107,78,32.38100268,71,0.7521,10,0.41086134,5,0.7018,16,0.6694,6,0.6418,71,4.238329238,52,0.530051009,15,0.594142259,0.405857741,0.110174594,74,0.720430108,0.279569892,0.429016466,15,0.062194829,67,0.031,72,0.058194266,64,0.896551724,9,142000,74,180,70,3.468390352,70,0.014032359,68,0.05775211,56,607.3789216,31,0.602642093,9,0.321545254,57,536.036036,19,1132.9,0.941176471,21,0.86,52,0.960784314,26,0.699488775,15,0.256916996,64,0.820158103,9,0.030120482,78,0.077443,76,0.046009,38,0.77,66,0.89,50,0.567042,17,0.502841,9,0.618963,30,709.443481,381.3155386,1032.540676,9.301592306,77,26.32823585,20,0,79,0.472962321,75,0.472962321,16,0.788270534,78
